id,book,release,institution_id,class_id,student_id,chapter,score
0,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,1,0.6923076923076923
1,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,2,0.625
2,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,3,0.8709677419354839
3,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,4,0.59375
4,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,5,0.4375
5,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,6,0.6333333333333333
6,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,7,0.6666666666666666
7,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,8,0.3333333333333333
8,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,0096491a-77bf-4e79-b906-fc7a8e5e57a6,9,0.5862068965517241
9,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,03e91d96-b20b-4938-8e6f-69389ba9279b,1,0.9230769230769232
10,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,03e91d96-b20b-4938-8e6f-69389ba9279b,2,0.96875
11,College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,03e91d96-b20b-4938-8e6f-69389ba9279b,3,0.8387096774193549
